LOG CRIADO EM: 8/10/2014 21:17:38
ENVIANDO PROGRAMAÇÃO:
022201F788FFFFF78800000000FFFFFFFB7F0327 --><-- ACK
022301F789FFFFF78900000000FFFFFFFB7F0326 --><-- ACK
022401F790FFFFF79000000000FFFFFFFB7F0321 --><-- ACK
022501F791FFFFF79100000000FFFFFFFB7F0320 --><-- ACK
022601F792FFFFF79200000000FFFFFFFB7F0323 --><-- ACK
022701F793FFFFF79300000000FFFFFFFB7F0322 --><-- ACK
022801F794FFFFF79400000000FFFFFFFB7F032D --><-- ACK
022901F795FFFFF79500000000FFFFFFFB7F032C --><-- ACK
022A01F796FFFFF79600000000FFFFFFFB7F032F --><-- ACK
022B01F797FFFFF79700000000FFFFFFFB7F032E --><-- ACK
022C01F798FFFFF79800000000FFFFFFFB7F0329 --><-- ACK
022D01F799FFFFF79900000000FFFFFFFB7F0328 --><-- ACK
022E01F800FFFFF80000000000FFFFFFFB7F032B --><-- ACK
022F01F801FFFFF80100000000FFFFFFFB7F032A --><-- ACK
023001F802FFFFF80200000000FFFFFFFB7F0335 --><-- ACK
023101F803FFFFF80300000000FFFFFFFB7F0334 --><-- ACK
023201F804FFFFF80400000000FFFFFFFB7F0337 --><-- ACK
023301F805FFFFF80500000000FFFFFFFB7F0336 --><-- ACK
023401F806FFFFF80600000000FFFFFFFB7F0331 --><-- ACK
023501F807FFFFF80700000000FFFFFFFB7F0330 --><-- ACK
023601F808FFFFF80800000000FFFFFFFB7F0333 --><-- ACK
023701F809FFFFF80900000000FFFFFFFB7F0332 --><-- ACK
023801F810FFFFF81000000000FFFFFFFB7F033D --><-- ACK
023901F811FFFFF81100000000FFFFFFFB7F033C --><-- ACK
023A01F812FFFFF81200000000FFFFFFFB7F033F --><-- ACK
023B01F813FFFFF81300000000FFFFFFFB7F033E --><-- ACK
023C01F814FFFFF81400000000FFFFFFFB7F0339 --><-- ACK
023D01F815FFFFF81500000000FFFFFFFB7F0338 --><-- ACK
023E01F816FFFFF81600000000FFFFFFFB7F033B --><-- ACK
023F01F817FFFFF81700000000FFFFFFFB7F033A --><-- ACK
024001F818FFFFF81800000000FFFFFFFB7F0345 --><-- ACK
024101F819FFFFF81900000000FFFFFFFB7F0344 --><-- ACK
024201F820FFFFF82000000000FFFFFFFB7F0347 --><-- ACK
024301F821FFFFF82100000000FFFFFFFB7F0346 --><-- ACK
024401F822FFFFF82200000000FFFFFFFB7F0341 --><-- ACK
024501F823FFFFF82300000000FFFFFFFB7F0340 --><-- ACK
024601F824FFFFF82400000000FFFFFFFB7F0343 --><-- ACK
024701F825FFFFF82500000000FFFFFFFB7F0342 --><-- ACK
024801F826FFFFF82600000000FFFFFFFB7F034D --><-- ACK
024901F827FFFFF82700000000FFFFFFFB7F034C --><-- ACK
024A01F828FFFFF82800000000FFFFFFFB7F034F --><-- ACK
024B01F829FFFFF82900000000FFFFFFFB7F034E --><-- ACK
024C01F830FFFFF83000000000FFFFFFFB7F0349 --><-- ACK
024D01F831FFFFF83100000000FFFFFFFB7F0348 --><-- ACK
024E01F832FFFFF83200000000FFFFFFFB7F034B --><-- ACK
024F01F833FFFFF83300000000FFFFFFFB7F034A --><-- ACK
025001F834FFFFF83400000000FFFFFFFB7F0355 --><-- ACK
025101F835FFFFF83500000000FFFFFFFB7F0354 --><-- ACK
025201F836FFFFF83600000000FFFFFFFB7F0357 --><-- ACK
025301F837FFFFF83700000000FFFFFFFB7F0356 --><-- ACK
025401F838FFFFF83800000000FFFFFFFB7F0351 --><-- ACK
025501F839FFFFF83900000000FFFFFFFB7F0350 --><-- ACK
025601F840FFFFF84000000000FFFFFFFB7F0353 --><-- ACK
025701F841FFFFF84100000000FFFFFFFB7F0352 --><-- ACK
025801F842FFFFF84200000000FFFFFFFB7F035D --><-- ACK
025901F843FFFFF84300000000FFFFFFFB7F035C --><-- ACK
025A01F844FFFFF84400000000FFFFFFFB7F035F --><-- ACK
025B01F845FFFFF84500000000FFFFFFFB7F035E --><-- ACK
025C01F846FFFFF84600000000FFFFFFFB7F0359 --><-- ACK
025D01F847FFFFF84700000000FFFFFFFB7F0358 --><-- ACK
025E01F848FFFFF84800000000FFFFFFFB7F035B --><-- ACK
025F01F849FFFFF84900000000FFFFFFFB7F035A --><-- ACK
026001F850FFFFF85000000000FFFFFFFB7F0365 --><-- ACK
026101F851FFFFF85100000000FFFFFFFB7F0364 --><-- ACK
026201F852FFFFF85200000000FFFFFFFB7F0367 --><-- ACK
026301F853FFFFF85300000000FFFFFFFB7F0366 --><-- ACK
026401F854FFFFF85400000000FFFFFFFB7F0361 --><-- ACK
026501F855FFFFF85500000000FFFFFFFB7F0360 --><-- ACK
026601F856FFFFF85600000000FFFFFFFB7F0363 --><-- ACK
026701F857FFFFF85700000000FFFFFFFB7F0362 --><-- ACK
026801F858FFFFF85800000000FFFFFFFB7F036D --><-- ACK
026901F859FFFFF85900000000FFFFFFFB7F036C --><-- ACK
026A01F860FFFFF86000000000FFFFFFFB7F036F --><-- ACK
026B01F861FFFFF86100000000FFFFFFFB7F036E --><-- ACK
026C01F862FFFFF86200000000FFFFFFFB7F0369 --><-- ACK
026D01F863FFFFF86300000000FFFFFFFB7F0368 --><-- ACK
026E01F864FFFFF86400000000FFFFFFFB7F036B --><-- ACK
026F01F865FFFFF86500000000FFFFFFFB7F036A --><-- ACK
027001F866FFFFF86600000000FFFFFFFB7F0375 --><-- ACK
027101F867FFFFF86700000000FFFFFFFB7F0374 --><-- ACK
027201F868FFFFF86800000000FFFFFFFB7F0377 --><-- ACK
027301F869FFFFF86900000000FFFFFFFB7F0376 --><-- ACK
027401F870FFFFF87000000000FFFFFFFB7F0371 --><-- ACK
027501F871FFFFF87100000000FFFFFFFB7F0370 --><-- ACK
027601F872FFFFF87200000000FFFFFFFB7F0373 --><-- ACK
027701F873FFFFF87300000000FFFFFFFB7F0372 --><-- ACK
027801F874FFFFF87400000000FFFFFFFB7F037D --><-- ACK
027901F875FFFFF87500000000FFFFFFFB7F037C --><-- ACK
027A01F876FFFFF87600000000FFFFFFFB7F037F --><-- ACK
027B01F877FFFFF87700000000FFFFFFFB7F037E --><-- ACK
027C01F878FFFFF87800000000FFFFFFFB7F0379 --><-- ACK
027D01F879FFFFF87900000000FFFFFFFB7F0378 --><-- ACK
027E01F880FFFFF88000000000FFFFFFFB7F037B --><-- ACK
027F01F881FFFFF88100000000FFFFFFFB7F037A --><-- ACK
028001F882FFFFF88200000000FFFFFFFB7F0385 --><-- ACK
028101F883FFFFF88300000000FFFFFFFB7F0384 --><-- ACK
028201F884FFFFF88400000000FFFFFFFB7F0387 --><-- ACK
028301F885FFFFF88500000000FFFFFFFB7F0386 --><-- ACK
028401F886FFFFF88600000000FFFFFFFB7F0381 --><-- ACK
028501F887FFFFF88700000000FFFFFFFB7F0380 --><-- ACK
028601F888FFFFF88800000000FFFFFFFB7F0383 --><-- ACK
028701F889FFFFF88900000000FFFFFFFB7F0382 --><-- ACK
028801F890FFFFF89000000000FFFFFFFB7F038D --><-- ACK
028901F891FFFFF89100000000FFFFFFFB7F038C --><-- ACK
028A01F892FFFFF89200000000FFFFFFFB7F038F --><-- TIMEOUT

